ridge_rev,elastic_rev,rf_rev,lgbm_rev,baseline_rev,Date,Actual_Revenue,Actual_COGS,Meta_Revenue,Meta_COGS
-39884541.14341614,3247901.521849971,2821658.1520879413,2845019.596229372,3018830.6045629787,2017-08-05,1626028.13,2192300.16,25861537.576710217,-9619814.781415056
-28868520.988102406,3535524.24657564,3574855.5029873536,3248074.2790305624,3329821.0603575627,2017-08-06,2056024.63,2936220.92,19821891.916819558,-10172083.00560607
-32952273.57308583,3458082.0787885096,2644685.336708548,2722431.498394762,3246087.1513598952,2017-08-07,2070918.21,2673620.96,21707769.166386742,-9974663.112711504
-34904785.13879745,3362720.2161765117,2550227.977856018,2434724.490364849,3142977.6729714554,2017-08-08,2631383.27,3603508.2,22783494.012726985,-10035738.432705
-28190213.115410835,3602545.479098345,3442502.604470638,3192432.115285851,3402287.3916254784,2017-08-09,2635632.31,3591835.02,19375151.172978282,-10114024.248765064
-28199128.538348883,3612334.8038714947,3474567.180741165,2941829.819470967,3412872.0440587196,2017-08-10,3124252.01,4079777.28,19412701.835239343,-10145654.753230546
-17691912.12815295,3868306.6658262853,3358588.4095240664,3566139.0936418623,3689640.1822363776,2017-08-11,3164344.57,4365179.69,13145561.895641975,-10770270.768599598
-14042295.553815633,4004601.402926128,3672691.870774919,3693232.5847153016,3837008.101282102,2017-08-12,2404905.33,3325606.06,11205301.825622018,-10869600.51751998
-19765892.664796025,3829188.239662124,3932290.921835209,3934099.434911652,3647343.6036389717,2017-08-13,2375693.54,3146463.17,14695805.813716657,-10644017.141806364
-10111658.552114189,4116606.632231211,3888003.6091135056,3655480.682971153,3958113.126436799,2017-08-14,3038574.28,4128458.45,9029973.814707357,-11035569.631910391
-5306869.221025407,4239024.490223974,3987286.669093194,3594809.8063755557,4090476.747881792,2017-08-15,2570726.93,3709393.15,6267324.312119754,-11321324.751822494
-6463187.703299135,4220890.664749071,4033532.626011702,3778161.5252375896,4070869.650928245,2017-08-16,3226436.89,4462853.41,6974131.179122676,-11238048.538397731
-6329637.922737494,4208306.735425524,3936925.752634179,3153379.5438832743,4057263.348019638,2017-08-17,4035498.92,5750566.25,6850206.209509166,-11267603.356652698
759197.2721612751,4463027.349501453,3591484.3552800235,3108410.7677986827,4332678.581455397,2017-08-18,3226338.29,4356894.77,2525728.297773337,-11548923.75523299
-4145310.6346919984,4284182.554971587,4087071.394562803,4043332.7223941595,4139303.6517784023,2017-08-19,2594209.32,3620782.22,5637649.514307525,-11439279.600606645
-3806451.7055582404,4272333.213329283,4105363.826822703,3990452.676755405,4126491.617674628,2017-08-20,2793076.6,3941814.02,5439657.058137676,-11475343.746796496
-4186068.2623340786,4304788.476984961,3778772.8021307914,3528336.467837932,4161583.689230655,2017-08-21,2634922.72,3676913.21,5509444.953424267,-11325593.8216118
-1643241.247333452,4356672.102240887,3944863.5960833225,3683897.6835718025,4217682.567655527,2017-08-22,3146373.54,4106696.92,4100750.318932566,-11486614.56967938
-11320237.772254363,4069178.022282278,4300894.247356637,3899891.596472336,3906831.208292847,2017-08-23,3476965.73,4769850.97,9964799.55221966,-10983494.376678176
-7001206.352857634,4136338.368483761,4333113.2602347545,3942336.8797201472,3979447.955444666,2017-08-24,4910360.99,6796852.79,7421260.4715435775,-11321792.08307845
395471.1872448623,4435548.543982105,3969554.4003186305,4041826.8202459957,4302967.277311041,2017-08-25,3349335.96,4548124.98,2920960.8232665146,-11627653.536400707
-3858093.764036089,4263675.89168743,4311986.898953615,4212247.227467169,4117130.9372696704,2017-08-26,2646726.51,3741666.75,5579863.8676600205,-11511760.012823932
-2277642.52619718,4376076.106884541,4275893.293089637,4148799.4852225035,4238663.038701846,2017-08-27,2383553.18,3067888.41,4672126.911319316,-11415775.851198584
140504133.7184902,8754112.470175218,9552487.452100867,7849174.899909056,8972390.269064594,2017-08-28,3635080.01,5161278.75,-75828587.76447476,-17776067.654753238
158551465.07017514,9161604.232177969,9375709.175570501,9599679.398752406,9412988.448219748,2017-08-29,7306573.99,9554867.54,-86619399.85823147,-18916328.745648954
150243357.7811146,8981582.916855413,9524370.928877966,9036601.525077838,9218341.412043104,2017-08-30,6946636.36,9396255.8,-81616003.49617028,-18514895.253098436
150528157.69142857,8958825.230761005,9787069.42604437,9685318.920152875,9193734.791762734,2017-08-31,7907948.51,10017576.0,-81666768.19962394,-18399196.854948442
114495587.56909642,7940414.979314092,7395931.337626192,7587340.630537963,6993492.646605909,2017-09-01,5962206.68,7605277.51,-63035012.81140684,-16685576.257267606
-28273314.213557974,3521839.9843019987,2946795.1634004354,2420760.888767446,2864795.9586355905,2017-09-02,6245530.26,7453975.27,18644637.726399403,-10361635.82461983
-50739326.726083264,3047950.3918931833,2782829.008848891,3223528.3103590794,2421995.645672581,2017-09-03,2366258.16,2028274.79,31848496.773194462,-8949101.752376188
-45314310.96900189,3210188.2017240543,3274878.810110125,2712623.5955426125,2573589.9286412788,2017-09-04,3110959.61,2696832.33,28954253.8685335,-9057953.017029336
-39287778.27861287,3379693.808245595,3320356.792204422,2734207.9958985155,2731975.208290916,2017-09-05,4156708.13,3697301.2,25422537.946614772,-9416284.262210328
-34022902.84677307,3563396.334558069,3778270.764156502,3139928.8426781786,2903626.026216213,2017-09-06,3962558.61,3470517.33,22583948.324394245,-9615916.55783613
-37937184.219213516,3453811.1943305056,3569161.140912621,3347163.9770873757,2801230.161934393,2017-09-07,3177169.11,2911789.0,24765804.328528244,-9469410.38909001
-25455268.98820129,3839659.552610137,3731598.824997703,4271491.595276821,3161765.139995468,2017-09-08,2758623.23,2466116.27,17476826.60472343,-10094631.239286061
-23602665.620513737,3902739.1544164745,3903294.420980468,4507316.546285203,3220706.4374387176,2017-09-09,3407389.12,3057748.67,16480577.30089844,-10170500.334104374
-23482519.596367404,3907590.955358053,4000960.5927068065,3661134.096563232,3225239.9385110764,2017-09-10,2833078.04,2447241.71,16494446.843133952,-10040691.454786528
-14823089.916979626,4164367.489197702,4111811.768131578,4587419.789489768,3465170.7818279853,2017-09-11,4351501.62,3874079.03,11423127.421129324,-10565198.768760674
-9141887.575269356,4323581.774023486,3816591.171393129,4068825.3561077025,3613939.896571952,2017-09-12,5272757.92,4657582.93,7912759.593463416,-10839155.565001234
-14223382.273986533,4163304.5297053317,4054200.5686449115,4386878.485862903,3464177.5572384847,2017-09-13,4375381.18,3897483.92,11034603.977250587,-10616450.03373722
-14639323.300689042,4161582.455576245,4103408.423506465,4856905.202069036,3462568.4588841004,2017-09-14,2944995.39,2598454.0,11297944.76212193,-10664389.584752522
-21249059.962060392,3987818.137881617,4055891.036306559,3996995.330381095,3300203.858585793,2017-09-15,4050240.35,3493814.51,15204360.185733985,-10193731.396285534
-15871700.285066724,4116829.540639278,4155857.031016313,4873527.703512631,3420751.53558058,2017-09-16,3998480.39,3572766.48,12051613.751842577,-10517656.633996684
-23743067.212857842,3887714.9158227933,4120100.762707527,4012075.4400272467,3206667.856178689,2017-09-17,3646297.83,3324722.05,16701816.73237421,-10126254.160477195
-13848511.12100321,4200761.931349695,4409712.244263182,4640277.054259341,3499177.5855923397,2017-09-18,4708998.08,4108242.1,11024160.858777538,-10564927.361162964
-17093551.60636437,4087001.5064204135,4302260.502892718,4578025.117503526,3392880.3539830945,2017-09-19,5863767.93,5193156.23,12869896.18565911,-10467889.129983898
-19630241.728167698,4002112.260767169,4121244.455214263,4971475.650324722,3313560.2229977674,2017-09-20,4348094.84,3813888.37,14243413.137921337,-10374670.692585437
-5579180.238583952,4438125.573254531,4685357.945887304,4977726.340851178,3720969.1096206396,2017-09-21,3941062.22,3437534.89,6295065.047225235,-11028134.911065875
-17464614.50632924,4076972.2861622777,4077860.6335418597,3583719.019366807,3383509.095486988,2017-09-22,4296469.47,3871217.73,12989433.318384409,-10412868.977071706
-12568512.52876231,4200948.304794998,4167171.5906520765,4424683.802970181,3499351.732105009,2017-09-23,4068464.64,3622953.87,10119078.504817147,-10724398.386774704
-8673639.3404513,4365222.7537268,4494366.599222069,4778412.478885464,3652849.04152909,2017-09-24,3893369.27,3496467.09,8021980.533081871,-10819303.540352637
4338172.301828504,4769983.675510295,5008894.904976105,4729745.793486113,4031055.8342334777,2017-09-25,5274815.56,4684517.64,659042.8909682918,-11347588.883990228
16358396.993640512,5129137.75644716,5014767.6228834,4891218.33569479,4366647.799088428,2017-09-26,5803004.55,5062124.41,-6430195.025770441,-11983053.117280152
61039782.78272262,6537249.801006502,7136639.796912494,7460652.3959234385,5682381.387683399,2017-09-27,7446035.82,6568633.22,-31586029.881107554,-13922006.596920248
63927212.39159769,6598724.162758311,7058223.957535642,6713862.141085854,5739822.756008322,2017-09-28,7777371.32,7033425.19,-33320539.645247478,-14064636.3697072
33033269.081168145,5688317.108991317,5884285.057284482,5870623.288095888,4889142.481975242,2017-09-29,5297992.65,4816175.26,-15759964.667553753,-12640598.76209158
22008938.03608942,5351438.70230035,5267489.256772651,5948511.159282122,4574364.807380198,2017-09-30,5604370.48,4849617.32,-9626342.393597431,-12224378.81198998
-8185455.65457882,4442401.961752077,4905633.918242954,4851982.734848781,3734390.515807381,2017-10-01,4057941.88,3476480.87,8007468.986732061,-10790630.719695466
-56712856.95171797,2944311.4773782883,2922096.682568076,2925922.96602124,2331039.430532104,2017-10-02,2879522.46,2342981.57,35497774.8822724,-8618124.525217371
-58892510.26740524,2878237.661064619,3223161.159717241,2605120.933062641,2269144.129280774,2017-10-03,2733645.95,2251158.64,36968982.72055463,-8444218.89335924
-49378819.42481756,3195285.1114881122,3464352.374680604,4024269.698930599,2566141.465741096,2017-10-04,3991921.57,3166198.46,31469216.611447465,-8986697.597088091
-213812570.4855271,3135542.0050409357,3371702.71996801,3337961.5870601195,2533077.158973892,2017-10-05,3219806.7,2540926.63,130353962.25428234,370962319.5258518
-194614550.5150841,3308323.2838379587,3487937.623904349,3630323.501731342,2676544.4219236295,2017-10-06,2919860.88,2393697.54,118914097.63482015,337301202.0983986
-203475128.90861827,3243258.127833075,2945945.2895279587,2815872.9650318017,2622518.1992309242,2017-10-07,3614512.4,2790501.3,123933973.16584077,353030691.4011936
-189751305.06784534,3351594.8449029904,3351585.2231512815,3269364.7758939792,2712474.5439413944,2017-10-08,3915909.65,3064193.34,115932795.11647466,328835888.5500679
-201290763.65615422,3241186.344085943,3087428.3383892565,2788308.9961164435,2620797.9136438845,2017-10-09,3295589.64,2601027.16,122703075.8615902,349008598.7976974
-177729060.16079247,3481079.0813792963,3604156.875366311,3687343.015531695,2819990.5267592743,2017-10-10,3865996.54,3056078.01,108872859.99754834,307917395.2489401
-178466513.5186016,3470363.867151048,3815360.8460321794,3736615.853042005,2811093.2523094607,2017-10-11,5115944.9,4157714.79,109435485.7228127,309270233.01517314
-151676131.68741757,3733825.936107768,4037373.745467721,4424406.564955107,3029856.431905437,2017-10-12,4480692.67,3480805.66,93504014.88549256,262517174.7918261
-127155555.21603465,3981059.947800541,3994030.019488906,4159164.2710640407,3235144.8011813364,2017-10-13,3073492.71,2485145.78,78808279.08224331,219799328.39822102
-153969286.36486185,3729813.2370190597,3397240.506080502,3578187.1107583772,3026524.5260455767,2017-10-14,3790006.69,2996354.65,94534454.5370692,266608211.7203226
-163799870.54949117,3627296.65925846,3719059.479341717,3577806.3313185903,2941400.877692648,2017-10-15,3744243.63,2920145.88,100606856.31171896,283703235.01526153
-139509563.57002503,3867194.3372735465,3419351.6152426773,3225606.507900579,3140597.5932885204,2017-10-16,4113305.99,3202804.6,85900150.92215532,241414980.32784933
-177803095.13329202,3477215.7491077227,3447595.0435808683,3326074.1941181635,2816782.6461906903,2017-10-17,4345077.6,3330124.96,108836118.60457872,308013783.87177557
-134300156.41617376,3909437.16401338,3535213.9828741834,3472656.4581830683,3175673.5157137937,2017-10-18,6078621.94,4769081.72,82838608.21845485,232301132.89776847
-133192942.66848087,3913275.257910803,4080984.3594729104,4421455.8509273,3178860.439842618,2017-10-19,3916465.28,3063562.45,82462998.98495558,230300838.82652038
-137072142.37948507,3877654.1285453,3575019.1849566996,3610548.0483206804,3149282.7797579817,2017-10-20,3454637.53,2776840.51,84515805.18574992,237056857.61811116
-167855008.69506705,3569903.8241187343,3348679.628334819,2987230.786429429,2893745.2923899433,2017-10-21,3395571.6,2700303.7,102831543.99684237,290761196.26561326
-141693926.49445128,3813867.7139900075,3425670.7425778704,3169318.904525701,3096318.347654341,2017-10-22,3560322.33,2849008.19,87204183.81473234,245041420.6689358
-156338665.79828763,3698162.9746590923,3848870.5199330235,3929232.416710103,3000244.0369553207,2017-10-23,3915143.5,3019168.91,96203870.8537935,270748185.4329454
-152765538.82059973,3727017.934748257,4043317.915339407,3985385.6633298234,3024203.473853456,2017-10-24,3172297.01,2492929.42,94174878.38187754,264535285.4628418
-111029641.15204155,4152620.3804357634,3991474.8944184105,3820974.248967402,3377598.346334008,2017-10-25,6656072.71,5320570.98,69166684.23598503,191797970.05673832
-129004846.01788521,3962522.445077785,3446473.047864498,3493806.8716234863,3219752.365171637,2017-10-26,5244501.34,4208554.22,79615928.61110908,223062591.09696218
-109774075.99635118,4138906.025609203,3780106.9086451586,3740877.7450181567,3366210.7645092458,2017-10-27,3452345.34,2711681.12,68286171.13770637,189441042.5684886
61894399.943237126,5830830.506004234,6097416.427000201,5374828.76851857,4771083.885080879,2017-10-28,3658997.27,2958790.37,-33186581.796180774,-109838182.19466634
142136371.61728746,6629839.149016585,6421578.606603896,6484100.800289349,5434532.980285403,2017-10-29,7644126.36,6130363.53,-81070540.45833893,-249788797.78771093
114787882.73223096,6370267.061122919,6823995.849836936,7070667.328346101,5218999.808824153,2017-10-30,7135440.35,5691818.99,-64477195.78901897,-202084827.39845005
66630979.30913335,5895850.48071742,5689580.005835606,5846574.594167798,4825072.591925214,2017-10-31,7280919.6,5711548.55,-36270938.10280503,-118103241.37441285
14791438.253179848,5405026.422836801,5449896.349747807,5623204.206203833,4308323.478904079,2017-11-01,7083914.55,5591633.48,-5476121.845660324,-27680792.80592009
-208400121.4865541,3164184.7122357567,3195150.1344404323,3013666.331668679,2493656.5181718064,2017-11-02,5199936.08,4288675.49,126947303.60703947,361245877.2784138
-302054633.1769725,2262747.6031309273,2507382.4047832764,2202878.3219816796,1763659.3339299152,2017-11-03,1577128.76,1289906.6,182666837.54098997,524864735.1155896
-279114736.7080171,2461662.057216991,2386081.2356107864,2084928.5619491367,1924743.2186748388,2017-11-04,1931786.56,1566251.33,168853318.68612015,484612009.7621686
-239349305.5471515,2860254.8405971653,2985050.425118045,3153527.3766570482,2247529.585674545,2017-11-05,2523519.9,2073018.57,145355867.41454187,415286988.63686174
-242345821.3005194,2839613.5012216615,3011216.712509622,3109707.4705425194,2230813.921907316,2017-11-06,3018330.58,2360833.81,147169626.17550677,420640486.30921346
-249584327.9645568,2757283.6887400616,2984466.3005440305,2811316.67470634,2164142.014700818,2017-11-07,4095990.43,3338509.96,151495741.4255296,433171230.71946055
-232922305.67578155,2928881.336578769,2931460.2746038325,2938926.632173473,2303104.3432754464,2017-11-08,4277782.67,3348300.89,141483561.51128203,404185246.3453826
-217756482.06242275,3089717.820837945,3102998.2015925497,3165900.4443376046,2433352.1214583945,2017-11-09,2792998.33,2205753.88,132496870.74281381,377785470.70208913
-193230853.6757323,3325592.511387759,3388962.043251611,3135428.3948718845,2624366.9556560707,2017-11-10,3541249.75,2843011.6,117975097.56958653,334895661.5090484
-199318122.8722967,3264134.767216918,3190728.3027097317,3228084.5255600824,2574597.5599417933,2017-11-11,2921904.65,2403613.27,121501380.0507848,345568279.05230355
-174209945.17148143,3515722.81177543,3875437.6132222684,3927997.921701567,2778337.3020287585,2017-11-12,3084484.33,2422146.93,106843599.4313118,301949816.2695902
-158709080.9728797,3665576.039662788,3947210.232395876,3885601.656051562,2899690.6757721156,2017-11-13,3746234.93,2946152.31,97602577.67965797,274841723.32598794
-170080763.44103765,3567673.4824058865,3906376.6475893394,3831361.37305694,2820407.728125784,2017-11-14,4154076.39,3314644.14,104394824.10231368,294707226.59629947
-190694265.5885449,3354378.4398577395,3688047.5126635185,3958398.0339179095,2647678.2288626307,2017-11-15,3854132.18,3119546.66,116605812.46371454,330714588.73131996
-203002972.89603317,3216486.745093955,3350282.3356658444,3369684.116806472,2536011.4826290905,2017-11-16,3066706.38,2516030.25,123794143.70752198,352006230.9345868
-218056474.98722154,3071672.268270931,3362663.380530405,3352936.0396276987,2418738.5644737137,2017-11-17,2781968.82,2191402.04,132818576.38465463,378266374.4775778
-218653564.0726024,3025381.3126312345,2890173.0949327005,2982432.149176015,2381251.4597921656,2017-11-18,2774765.8,2218818.06,132900425.55967191,378880213.52562845
-220369283.14035344,2959997.8284177897,3408528.145556004,3700020.2833690927,2328302.941376791,2017-11-19,3132539.58,2911417.5,134195599.71494699,381726301.4086518
-219637875.34874767,2936732.9317131247,3063830.2323746593,3129911.3307541506,2309462.681846152,2017-11-20,2995966.89,2760945.71,133565683.18260771,380146859.1502811
-254684208.81568423,2567018.221582842,2559120.773308032,2729007.33018016,2010062.2082668827,2017-11-21,2297213.47,2128140.16,154265962.2268036,441056518.933131
-250324769.5690828,2541610.0157150566,2822650.011379628,2711076.114693097,1989486.265083735,2017-11-22,2248567.69,2263677.12,151791552.37815744,433114755.11836636
-275022772.19131035,2331999.5904359757,2511247.3024403434,2637349.9288381888,1819740.6237117865,2017-11-23,1749357.29,1656734.06,166412516.4608286,476385505.3444181
-271693066.8847088,2347751.098150928,2515383.272401259,2450134.437438001,1832496.4290401232,2017-11-24,1620958.87,1618303.7,164422128.27282813,470489741.0480906
-252301761.85422498,2531184.718947498,2507531.924079821,2818482.4573730356,1981043.7046340536,2017-11-25,2674533.14,2727514.77,152790059.0619308,436491780.6891227
-197627723.78239095,3029972.7856325144,3429920.8515617964,3364817.4616767885,2384969.7029492343,2017-11-26,2940959.43,2955583.74,120557191.71238686,340962902.83413404
-84542419.20349163,4078990.422585357,4528436.894317489,4681386.126457638,3234479.794625086,2017-11-27,3888410.38,3813390.96,53412943.18600478,143249273.23951712
-75735572.2996518,4144348.0857220246,4681209.1585696675,4830728.533746827,3287407.402748271,2017-11-28,5847881.51,5752351.51,48217365.716591366,127775211.70641378
-129465081.41290629,3646075.1792930365,4237943.133924161,4165928.789820857,2883898.5888739517,2017-11-29,4871438.96,4803864.88,80166549.9314815,221703592.79573974
-151908019.60151452,3452328.909758325,3574298.7646351466,3788631.695356891,2726999.976880753,2017-11-30,4264134.96,4156136.15,93238627.76046926,261012871.44965562
-235923740.01732475,2683249.9818847035,2840472.125590386,2700654.914449965,2076527.8920228663,2017-12-01,2565213.32,2510402.2,143148433.97796604,408020211.78758425
-338212840.5069804,1738307.3880351968,1547867.212506542,1852740.3810443813,1321358.6006881532,2017-12-02,2798541.49,2818052.3,203707982.9464321,586762555.9431407
-343512846.8957592,1719530.544735422,1620509.0517630577,1700702.2475569719,1306352.7203939557,2017-12-03,1410398.63,1318304.86,206938817.92880434,596298157.3840469
-325785669.88076466,1881459.26831881,2206816.655331197,2184135.276859032,1435761.2159270472,2017-12-04,1209471.35,1144863.17,196644522.57463387,565367355.7842422
-318080379.3838894,1932298.1774891142,2259243.7691927035,2023919.0981553567,1476390.1210692816,2017-12-05,1723297.16,1680632.44,192058243.5153512,551671485.6142373
-302499495.61277866,2086467.43580428,2366136.061523542,2262385.414069709,1599597.4886969537,2017-12-06,1875094.15,1865514.43,182780134.1730604,524608733.8658375
-322114770.742795,1889972.492992239,2230703.316472903,2140525.636909619,1442564.7253523304,2017-12-07,2133387.42,2193351.43,194453824.7693415,558700511.2002355
-302335800.5987099,2079810.2660079992,2333946.245845418,2350047.424909162,1594277.2817022917,2017-12-08,1553493.17,1488945.36,182658294.02330333,524158809.12487
-285573022.45927125,2235999.272832151,2398637.222183403,2398996.235975187,1719098.7707169482,2017-12-09,1605808.62,1631952.74,172651057.69096765,494841890.4476331
-278586547.4918262,2299683.733602417,2587178.615415171,2688032.581997909,1769993.4487872804,2017-12-10,1836022.63,1769756.1,168565877.65713787,482694194.1836095
-265069966.9607749,2417729.0796668623,2832641.2102323323,2903716.546957945,1864331.6878645266,2017-12-11,2040261.84,2142116.71,160602133.55844572,459031353.08470356
-226859365.36895257,2783796.9810868907,3466574.7123644534,3593628.50123644,2156881.986152568,2017-12-12,2636835.06,2612267.82,138059750.12848708,392310333.92582244
-241218962.15160245,2632644.5361974537,2906471.299814861,2754323.913522321,2036085.5637734488,2017-12-13,2887343.12,2845278.71,146357721.92202482,417240864.07212746
-234169538.29307282,2704249.006929996,2940644.3611863735,3403877.8769448297,2093309.6721705594,2017-12-14,2544808.4,2511218.15,142134806.40412518,404989955.487479
-227440076.13307554,2768406.21849684,3080193.402280106,3102974.6365101226,2144582.1582541545,2017-12-15,2615767.25,2602096.36,138194497.8007369,393227306.5238964
-222135306.74532247,2816158.487930895,3091709.1885841433,3209189.906417749,2182744.3150908295,2017-12-16,1895310.17,1824600.76,135019021.95136607,383857972.42770094
-211154532.98871106,2925208.9283678723,3182428.5612929673,3231691.3573476067,2269894.1000201413,2017-12-17,2997880.85,2962168.44,128493947.2770255,364792675.8632466
-210498970.93260133,2929905.4124787543,3365948.6637693564,3287067.2078178264,2273647.3868344557,2017-12-18,2575839.99,2572642.87,128206505.14143802,363648669.3113448
-183451078.73749,3169166.11662629,3320938.1048947293,3184104.8947838694,2464857.241878957,2017-12-19,2830509.48,2835294.19,111974168.43544638,316404846.1969541
-156896850.27094644,3424360.39483035,3645535.388507733,3713590.7269885973,2668800.723185003,2017-12-20,3950305.28,3962113.72,96239178.16392586,269796814.49300396
-142142298.16461205,3555665.5983242816,4301564.285333865,4515151.37100713,2773735.835769064,2017-12-21,2446276.92,2392977.63,87755876.99034925,244053279.90390363
-182729687.4414032,3180300.4453123324,3430261.745484473,3405898.746449966,2473755.4576627035,2017-12-22,2423079.28,2383321.92,111600022.84608307,315002110.99073833
-228235249.80693024,2751569.2582921213,2869622.3575898684,2866683.743713644,2131126.5733447783,2017-12-23,2343205.29,2302420.5,138552725.72576663,394526604.6816035
-263348861.05092543,2454338.8125103987,2865969.8536669044,2609050.0643604896,1893589.0694106163,2017-12-24,1582944.12,1537881.36,159605151.29610366,456194676.11959463
-220817901.83381295,2861028.664360685,3404386.202087993,3032666.1490264656,2218603.1911295406,2017-12-25,1888197.46,1829750.85,134426846.58037686,381924058.02546585
-205081499.5934326,2977393.921088912,3445662.1119668526,3697964.341509802,2311598.7540678675,2017-12-26,2701416.56,2654070.12,124993376.85667464,354026855.0783068
-119592426.65146995,3760473.8924167585,4650157.601880313,4927621.097291551,2937412.375821315,2017-12-27,4103218.35,4112542.69,74434545.3108251,204630526.55703062
138585321.68054873,6152344.752505306,7599895.584345296,7399188.008792898,4848922.59256247,2017-12-28,3545279.44,3453711.8,-78609791.49157856,-246657125.061024
196173457.9416533,6650439.825975251,7491883.811279249,7594761.08930644,5246984.978677658,2017-12-29,6520226.98,6483039.79,-113193634.71521536,-347636739.55226344
85970196.23925,5656117.622324442,5959864.954965594,6306426.638793286,4452353.009734009,2017-12-30,5342810.18,5371586.26,-48012113.76442769,-154851607.88924843
36842030.035354435,5212371.141999456,5739553.284978608,5867456.528416032,4097724.3611151055,2017-12-31,5157535.61,5013423.96,-18687955.542336587,-68858692.52163438
-39016410.50895035,4576914.209073186,4888100.785303156,5431035.560079278,3735440.8120016763,2018-01-01,4076479.77,3905605.37,26448992.238826774,64218328.903104454
-289546413.40509415,2294510.9193881387,2508385.46988674,2577408.7038721554,1837457.3947485497,2018-01-02,3624718.09,3245091.67,175189754.0176157,502406308.0914301
-345180896.8603704,1814802.399684979,2127154.9222416193,2105074.594136267,1438545.0642123981,2018-01-03,1228388.32,997328.86,208309180.95023048,599909120.2872854
-330982536.98689485,1962575.9857553595,1962174.3254215126,2106453.8150150194,1561429.4892117647,2018-01-04,1209588.0,943742.57,199714447.57421806,575077543.8511819
-321063426.95447737,2063903.770366301,2183077.978357696,1890396.0092144785,1645690.870961307,2018-01-05,1515574.79,1226621.86,193913321.85146075,557942608.2705344
-305926883.4520829,2204359.0631045224,2360537.527747948,2646412.8578229924,1762489.6057367742,2018-01-06,1836672.15,1424469.16,184928531.3942259,531438370.33624965
-288993127.3823072,2361434.016543558,2449024.7941307956,2619658.1617844705,1893108.7904533523,2018-01-07,1476050.73,1224918.4,174840338.0062889,501853130.3925857
-286766697.3114035,2392037.0023841546,2543111.1264057783,2848071.486026352,1918557.3866354492,2018-01-08,2536686.97,2085102.3,173557741.74032328,498001589.6177632
-269095615.40140355,2554700.639470134,2648568.437586218,2397178.1590479915,2053823.9660232982,2018-01-09,2729162.63,2140605.04,163051109.2005969,467166519.22193754
-259113119.46549302,2679801.601209261,2951304.5007286468,2716226.7236099774,2157854.4640235207,2018-01-10,2434343.96,1884221.76,157249633.74756467,449963314.17552936
-251192325.5990708,2754942.1735443724,2838649.467797148,3100751.4187797266,2220339.2846945557,2018-01-11,2183840.91,1845305.97,152428462.86865184,436025972.4255906
-260720121.6810488,2651050.17981366,2727471.394832936,2639224.4950908227,2133945.577597565,2018-01-12,2862550.24,2341061.28,158079328.68871388,452706767.00740683
-245882988.67551076,2792543.834573261,2741798.9665868194,2922596.934173553,2251607.7854965553,2018-01-13,2753366.32,2271479.73,149194507.52258557,426574657.93621516
-250922079.80594254,2747060.8107213634,2777066.814421818,2794283.3775067884,2213785.361463271,2018-01-14,2226116.52,1762940.79,152237310.95648113,435562119.7828447
-251590995.86284047,2735698.993224952,2636735.4880029764,2417608.027907466,2204337.1884363997,2018-01-15,3128561.64,2520530.26,152566231.12875333,436569999.95502675
-237233080.89850694,2886221.6546055176,2682311.6797808665,2535173.184096301,2329507.668391563,2018-01-16,3770286.85,3022848.85,143995917.78910616,411563940.6289859
-230195295.8309281,2953849.6227352433,3019998.138139669,3165427.389335475,2385745.2152934754,2018-01-17,3240996.79,2645347.64,139959629.75518593,399331894.78021723
-251013182.3515998,2756290.282492744,2807939.342409421,2791111.311040614,2221460.334791277,2018-01-18,2110305.53,1667911.37,152312989.77002445,435740539.0274801
-250962417.1882195,2740369.6033151415,2873777.188202496,2707308.7324622707,2208221.1385427187,2018-01-19,2086549.59,1700643.75,152319036.57662657,435529364.2223549
-236817357.0179218,2897615.995324198,2917461.359514914,2695424.262920393,2338982.886830094,2018-01-20,2418121.84,2008335.01,143881755.28316042,410961498.13426876
-208406336.5271284,3186536.8869799958,3323634.837322842,3617141.5718822908,2579241.5053393412,2018-01-21,2484308.01,1971853.24,127083521.59818035,361341747.32417536
-216697793.9969492,3078891.645435144,3098351.3706210894,3048701.80969538,2489726.701219633,2018-01-22,3315490.36,2730843.03,131926146.04088016,375746426.9268774
-198526177.8951568,3268025.2177444105,3132997.2554699937,3229113.8290107655,2647004.9462656113,2018-01-23,4611238.46,3755442.15,121064514.86520918,344099072.6508991
-197409735.5424803,3273065.5649026143,3188288.3113592872,3608661.478901634,2651196.359486362,2018-01-24,3270861.1,2653232.42,120414640.64007904,342053207.4908891
-188562661.98212427,3365140.0234731883,3573775.504531054,3703793.810024276,2727762.931357902,2018-01-25,2275701.54,1820602.61,115342162.98454486,326665550.4887134
-178570598.5267769,3472495.0718655027,3383169.998203484,3401367.190946851,2817036.418882158,2018-01-26,2897617.42,2400983.47,109260674.29399098,309355373.0145019
-125001458.44043314,4007607.871538745,3735020.913131037,4436870.385661295,3262021.415499411,2018-01-27,3617772.88,2965865.28,77364668.08047119,215860207.9192709
-11832990.88341403,5127721.449101345,5777919.499889713,5607949.688522279,4193476.8709230023,2018-01-28,3128272.36,2453931.52,10772685.28597473,18713775.92031353
17578394.29787296,5402950.9617780205,5730143.713596644,5779125.319547249,4422350.117539762,2018-01-29,5197360.04,4086899.16,-6873215.30673376,-32728119.89193991
